owner_acronym,effective_year,sum_yearly_value
agr,2011,49290.77
agr,2012,49290.77
agr,2013,473040.77
agr,2014,591427.10
agr,2015,11036.33
agr,2016,93109.50
agr,2017,43163.50
cbsa,2015,141837.60
cbsa,2016,1223925.40
cbsa,2017,283675.60
cc,2012,116578.00
ced,2010,61898.00
ced,2011,94500.01
ced,2012,94500.01
cfia,2012,155375.00
cfia,2013,205841.50
cfia,2014,-119893.00
cfia,2015,95756.20
cfia,2016,58528.35
cfia,2017,81206.04
cnsc,2010,53479.68
cnsc,2011,53479.68
cnsc,2013,19662.00
cnsc,2016,8249.00
cnsc,2017,8305.50
cra,2008,53856.60
cra,2009,298200.63
cra,2010,298200.63
csa,2012,10500.00
csa,2013,10500.00
csc,2015,24860.00
csc,2016,677998.00
dfo,2009,88000.00
dfo,2010,88000.00
dfo,2011,88000.00
dfo,2012,208100.00
dfo,2013,257988.37
dfo,2014,231586.70
dfo,2017,24556.31
dnd,2009,138100.00
dnd,2010,1233940.00
dnd,2011,55087.50
dnd,2012,1735035.00
dnd,2013,1885204.75
dnd,2014,1924754.75
dnd,2015,31253342.45
dnd,2016,26571138.85
dnd,2017,3398955.85
ec,2008,46912.00
ec,2010,59128.00
ec,2011,46000.00
elections,2015,216884.47
elections,2016,216884.47
elections,2017,216884.47
esdc,2008,61679.16
esdc,2010,5025381.91
esdc,2011,2273137.65
esdc,2012,1419889.73
esdc,2013,4555582.09
esdc,2014,2289352.62
esdc,2015,6685789.76
esdc,2016,10487621.69
esdc,2017,14294040.68
fin,2008,49000.00
fin,2009,47775.00
fin,2011,75681.75
gac,2008,144000.00
gac,2009,144000.00
gac,2010,150893.00
gac,2011,171863.10
gac,2012,328685.67
gac,2013,443856.14
gac,2014,411989.53
gac,2015,256792.22
gac,2016,2218947.03
gac,2017,2182342.92
hc,2013,482284.00
hc,2014,1063038.10
hc,2015,1114557.06
hc,2016,2101057.85
hc,2017,1284794.80
ic,2008,1103872.67
ic,2009,1370399.17
ic,2010,480573.50
ic,2011,75916.50
ic,2012,88485.50
ic,2013,155940.00
ic,2014,460704.50
ic,2015,849042.00
ic,2016,772123.75
ic,2017,1106635.82
inac,2014,190796.71
inac,2015,132249.99
inac,2016,581774.99
inac,2017,1456763.71
infra,2012,171608.24
infra,2013,171608.24
infra,2014,219276.88
infra,2015,199858.24
infra,2016,33900.00
ircc,2014,98649.00
ircc,2015,98649.00
ircc,2016,45200.00
lac,2014,24860.00
nrc,2011,24860.00
nrc,2012,164861.00
nrc,2013,164585.00
nrc,2014,226000.00
nrc,2015,-54084.50
nrc,2016,774592.97
nrc,2017,361835.56
nrcan,2011,104574.72
nrcan,2012,49555.66
nrcan,2013,42194.00
nrcan,2014,50202.88
nrcan,2017,53054.63
oag,2016,55071.16
oag,2017,236361.88
osfi,2017,47036.26
pc,2008,7149.82
pc,2014,25280.13
pc,2016,24949.58
pch,2008,64496.25
pch,2009,103409.25
pch,2010,36750.00
pco,2014,61020.00
pco,2015,61020.00
phac,2012,139216.00
phac,2013,241142.00
phac,2014,821896.10
phac,2015,580754.10
phac,2016,1218761.99
phac,2017,1218761.99
ppsc,2011,20346.78
ppsc,2012,30946.18
ps,2016,210660.25
psc,2015,133658.00
psc,2017,17246.47
psic,2017,24973.00
pspc,2008,737746.08
pspc,2009,5932592.15
pspc,2010,7712011.47
pspc,2011,6167522.07
pspc,2012,4065030.95
pspc,2013,9718914.76
pspc,2014,28065860.14
pspc,2015,5578970.84
pspc,2016,3523063.47
pspc,2017,3444915.47
rcmp,2009,77709.98
rcmp,2010,24999.98
rcmp,2011,1498366.44
rcmp,2012,70826.12
rcmp,2013,745056.51
rcmp,2014,745056.51
rcmp,2015,174170.67
rcmp,2016,174170.67
rcmp,2017,18362.50
ssc,2012,262160.00
ssc,2013,4384496.37
ssc,2014,4384496.37
ssc,2015,4921468.56
ssc,2016,13666684.46
ssc,2017,22739204.33
stats,2013,205660.00
stats,2014,205660.00
stats,2015,61585.00
tbs,2008,49926.70
tbs,2009,18900.00
tbs,2010,76672.50
tbs,2011,76672.50
tbs,2012,287892.93
tbs,2013,447976.26
tbs,2014,447976.26
tbs,2015,447976.26
tbs,2016,329413.82
tbs,2017,329413.82
tc,2010,48947.83
tc,2011,213520.84
tc,2012,261771.84
tc,2013,122831.00
tc,2014,65653.00
tc,2015,336203.25
vac,2015,228013.17
vac,2016,228013.17
