vendor_normalized,sum_effective_value
EXCEL HUMAN RESOURCES,199801.99
ALTIS HUMAN RESOURCES,135257.77
DYNAMIC PERSONNEL CONSULTANTS,120856.21
MAKWA RESOURCING,120033.90
THE AIM GROUP,96586.55
THE ACCESS INFORMATION AGENCY,74921.16
THE BYTOWN GROUP,60275.65
BOYDEN OTTAWA,30660.00
ERIE CONSULTING GROUP,12500.00
CORADIX TECHNOLOGY CONSULTING,9999.38
