owner_acronym,total_entries,total_contracts,total_amendments
dnd,1350,1338,12
rcmp,70,70,0
dfo,21,17,4
nrc,8,8,0
tc,4,4,0
nrcan,4,4,0
stats,3,3,0
esdc,2,2,0
csa,1,1,0
pc,1,1,0
csc,1,1,0
ic,1,1,0
