owner_acronym,effective_year,sum_yearly_value
cbsa,2014,16865.82
cbsa,2015,16865.82
cfia,2011,46452.00
cfia,2014,19513.97
cnsc,2011,15389.19
cnsc,2012,22469.85
cnsc,2013,16398.95
cnsc,2014,17229.81
cnsc,2015,8874.46
csc,2016,50606.00
dfo,2009,89530.00
dfo,2010,272874.33
dfo,2011,500584.03
dfo,2012,314061.91
dfo,2013,364087.99
dfo,2014,280588.75
dfo,2015,299485.17
dfo,2016,288112.53
dfo,2017,471352.22
dnd,2008,7821983.46
dnd,2009,133263659.63
dnd,2010,14382438.58
dnd,2011,96430236.28
dnd,2012,17314590.03
dnd,2013,15508183.17
dnd,2014,11255901.00
dnd,2015,1561419.22
dnd,2016,18033547.04
dnd,2017,15368105.79
ec,2008,47000.00
ec,2009,71100.00
ec,2010,70058.49
ec,2011,77305.18
ec,2012,11061.50
ec,2013,59076.50
ec,2014,248181.73
ec,2015,122600.23
ec,2017,18270.00
esdc,2008,86742.10
esdc,2009,146721.69
esdc,2010,65115.55
esdc,2011,116070.81
esdc,2012,35078.58
esdc,2013,23184.48
esdc,2014,59948.32
esdc,2015,47997.50
gac,2008,3395314.62
gac,2009,3508205.16
gac,2010,3402297.51
gac,2011,3282054.06
gac,2012,3284042.88
gac,2013,3152147.69
gac,2014,3179182.74
gac,2015,3139921.64
hc,2010,22247.56
hc,2011,24838.53
hc,2012,24838.53
hc,2013,5173.88
hc,2015,23221.50
ic,2008,239261.00
ic,2009,177524.00
ic,2010,173191.00
ic,2011,30946.50
ic,2012,49707.00
ic,2013,105193.50
ic,2014,43032.00
ic,2015,33215.00
ic,2016,78558.00
ic,2017,102766.74
inac,2013,52002.30
inac,2014,41227.20
inac,2015,171110.43
inac,2016,546895.50
inac,2017,309141.59
ircc,2010,5250.00
ircc,2011,34020.00
ircc,2012,24990.00
ircc,2013,19088.82
ircc,2014,6593.82
just,2008,25015.42
just,2013,22995.00
just,2014,34492.50
just,2015,11497.50
neb,2017,60166.67
nrc,2010,33079.00
nrc,2011,8908.00
nrc,2012,30041.00
nrc,2013,60047.00
nrc,2014,163109.00
nrc,2015,285672.00
nrc,2016,672718.34
nrc,2017,966938.30
nrcan,2011,48816.00
pc,2008,296935.85
pc,2009,40548.84
pc,2010,11969.88
pc,2011,5295.12
pc,2012,5295.12
pc,2013,84967.10
pc,2014,108359.92
pc,2015,1093616.90
pc,2016,1956752.15
pc,2017,2294132.57
pch,2008,3934087.50
pch,2009,3934087.50
pch,2010,3934087.50
pch,2011,3934087.50
phac,2011,24838.53
phac,2012,24838.53
phac,2013,5173.88
phac,2014,33739.70
phac,2015,23221.50
ppsc,2014,9618.50
ppsc,2015,9618.50
pptc,2010,22575.00
pptc,2011,35070.00
pptc,2012,12495.00
pptc,2013,6593.82
pptc,2014,6593.82
psc,2010,14444.00
pspc,2008,455851360.06
pspc,2009,454683643.50
pspc,2010,10704779.81
pspc,2011,4031794.17
pspc,2012,7413785.75
pspc,2013,7828537.23
pspc,2014,3448558.80
pspc,2015,4354204.85
pspc,2016,7601908.42
pspc,2017,10918763.42
rcmp,2008,223913.86
rcmp,2009,161864.89
rcmp,2010,336820.51
rcmp,2011,226329.10
rcmp,2012,303265.70
rcmp,2013,152861.22
rcmp,2014,223305.21
rcmp,2015,84762.38
ssc,2013,122411.32
ssc,2014,122411.32
tc,2011,205059.59
tc,2012,213867.00
tc,2013,181331.69
tc,2014,338130.48
tc,2015,358848.78
tc,2016,185808.03
tc,2017,46049.80
