owner_acronym,sum_effective_value
pspc,1013364744.99525
dnd,642435692.858333
pch,31472700
pc,8589040.30066668
dfo,2525617.08
nrc,2387427.925
rcmp,1717742.48
tc,1584740.63
ec,1246946.89
gac,1152257.64
inac,1094832.265
ic,869186.743333333
esdc,745915.52
ssc,244822.63
cnsc,94906.48
phac,93298.265
agr,87727.5
just,81492.71
csc,79368
pptc,73667.63
hc,59077.86
ircc,47250
ppsc,37891.69
cbsa,33731.63
neb,33500
pbc,24986
nrcan,24408
cfia,23226
psc,14444
