gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ARCHIPATH,2017,1,1,0
BARBARA MCISAAC QC BARRISTER AND SOLICITOR,2017,1,1,0
BELL CANADA,2017,1,1,0
DELL COMPUTER CORPORATION,2017,1,1,0
DENSAN CONSULTANTS LTEE,2017,1,1,0
GROUPE INTERSOL GROUP LTEE,2017,1,1,0
ITEX,2017,3,3,0
KSAR & ASSOCIATES,2017,1,1,0
MDOS CONSULTING INVA CORPORATION KOZA TECHNOLOGY CONSULTING IN JOIN,2017,1,1,0
NISHA TECHONOLOGIES,2017,1,1,0
