vendor_normalized,effective_year,sum_yearly_value
ALTIS HUMAN RESOURCES,2017,45570.075
BELL CANADA,2017,10465.81
KABOOM COMMUNICATION DESIGN,2016,32174.52
KABOOM COMMUNICATION DESIGN,2017,32174.52
MDOS CONSULTING INVA CORPORATION KOZA TECHNOLOGY CONSULTING IN JOIN,2016,88987.5
MDOS CONSULTING INVA CORPORATION KOZA TECHNOLOGY CONSULTING IN JOIN,2017,88987.5
SOLOWAY WRIGHT LLP,2017,113000
