gen_vendor_normalized,total_entries,total_contracts,total_amendments
ITEX,3,3,0
ARCHIPATH,1,1,0
BARBARA MCISAAC QC BARRISTER AND SOLICITOR,1,1,0
BELL CANADA,1,1,0
DELL COMPUTER CORPORATION,1,1,0
DENSAN CONSULTANTS LTEE,1,1,0
GROUPE INTERSOL GROUP LTEE,1,1,0
KSAR & ASSOCIATES,1,1,0
MDOS CONSULTING INVA CORPORATION KOZA TECHNOLOGY CONSULTING IN JOIN,1,1,0
NISHA TECHONOLOGIES,1,1,0
NORTHERN MICRO,1,1,0
PRAIRIE RESEARCH ASSOCIATES PRA,1,1,0
SOLOWAY WRIGHT LLP,1,1,0
ALTIS HUMAN RESOURCES,1,1,0
SOLUTIONS MOERAE SMI,1,1,0
