owner_acronym,effective_year,sum_yearly_value
agr,2010,197187.07
agr,2011,1164484.32
agr,2012,2727221.14
agr,2013,5439091.16
agr,2014,7439644.70
agr,2015,16138186.97
agr,2016,20561266.21
agr,2017,7181591.20
cbsa,2013,11648965.50
cbsa,2014,2389105.50
cbsa,2015,18965720.65
cbsa,2016,8216904.89
cbsa,2017,15717817.81
cra,2008,72663051.34
cra,2009,-4604882.60
cra,2010,32380330.44
cra,2011,159578387.70
cra,2012,32081811.49
cra,2013,18728442.63
cra,2014,18857915.72
cra,2015,18863323.58
cra,2016,5614829.84
cra,2017,5470496.34
dnd,2008,-1316310.70
dnd,2009,36185878.20
dnd,2010,-58841467.79
dnd,2011,18480506.78
dnd,2012,12799407.67
dnd,2013,12577623.86
dnd,2014,4520582.11
dnd,2015,7578874.26
dnd,2016,7945155.88
dnd,2017,2826211.23
elections,2014,7744087.10
elections,2015,7983195.63
elections,2016,8087917.86
elections,2017,8558026.89
esdc,2008,7638458.24
esdc,2009,10847758.56
esdc,2010,11890536.30
esdc,2011,10379483.39
esdc,2012,9056147.77
esdc,2013,4194297.97
esdc,2014,4796688.45
esdc,2015,5862771.63
esdc,2016,2490647.01
esdc,2017,1702807.32
pspc,2008,26337921.87
pspc,2009,61245730.30
pspc,2010,25615412.61
pspc,2011,80005553.16
pspc,2012,77571427.99
pspc,2013,40707854.32
pspc,2014,13806474.47
pspc,2015,16588523.30
pspc,2016,135404452.03
pspc,2017,137865588.86
rcmp,2008,13035935.77
rcmp,2009,6358564.71
rcmp,2010,15774757.76
rcmp,2011,19023828.53
rcmp,2012,5002872.05
rcmp,2013,5311751.12
rcmp,2014,6904749.47
rcmp,2015,4798039.13
rcmp,2016,5389555.70
rcmp,2017,2645144.68
ssc,2008,394641.67
ssc,2009,3837796.81
ssc,2010,5052874.12
ssc,2011,32543660.12
ssc,2012,92350706.36
ssc,2013,196484225.81
ssc,2014,578399081.10
ssc,2015,570825442.44
ssc,2016,229219060.96
ssc,2017,437238783.52
stats,2008,2034551.48
stats,2009,6461775.32
stats,2010,6692862.41
stats,2011,928441.64
stats,2012,523445.72
stats,2013,38113.98
stats,2014,45044.87
stats,2015,129915.54
stats,2016,97786.29
stats,2017,72628.89
