owner_acronym,total_entries,total_contracts,total_amendments
ec,74,55,19
esdc,63,49,14
pspc,50,32,18
tbs,46,18,28
ircc,45,31,14
agr,43,26,17
ic,34,26,8
gac,33,25,8
rcmp,31,19,12
dnd,29,21,8
tc,23,14,9
hc,16,10,6
phac,15,9,6
pptc,14,12,2
pch,13,10,3
dfo,13,5,8
pc,12,6,6
cbsa,11,5,6
nrcan,9,6,3
inac,8,7,1
just,4,2,2
vac,3,2,1
csc,3,2,1
csa,3,3,0
ced,3,3,0
cnsc,2,1,1
fin,2,2,0
psc,2,2,0
stats,1,1,0
oag,1,1,0
ps,1,1,0
osfi,1,1,0
ssc,1,1,0
