owner_acronym,total_entries,total_contracts,total_amendments
nrc,114,113,1
ssc,113,89,24
cra,96,86,10
dnd,50,39,11
pspc,34,29,5
nrcan,23,22,1
dfo,18,15,3
rcmp,15,12,3
ircc,11,7,4
ec,9,7,2
phac,8,8,0
hc,8,8,0
ic,6,5,1
stats,6,5,1
psc,6,3,3
pch,5,3,2
cnsc,4,4,0
tc,3,3,0
pc,3,3,0
pptc,3,1,2
acoa,3,2,1
gac,2,2,0
fja,2,2,0
csa,2,2,0
tbs,2,2,0
just,1,1,0
ps,1,1,0
