owner_acronym,effective_year,sum_yearly_value
agr,2013,754804.19
agr,2014,1625117.73
agr,2015,2623596.45
agr,2016,4563647.28
agr,2017,2234393.73
cnsc,2017,23459.08
ec,2013,119650.00
ec,2014,432365.98
ec,2015,329576.56
ec,2016,301401.21
ec,2017,636582.08
esdc,2010,1441341.00
esdc,2011,3088372.50
esdc,2012,5206060.42
esdc,2013,5692354.46
esdc,2014,5522292.49
esdc,2015,6005794.39
esdc,2016,4920685.47
esdc,2017,5929973.68
gac,2010,131250.00
gac,2011,423563.98
gac,2012,579887.44
gac,2013,1307388.97
gac,2014,697436.25
gac,2015,566337.42
gac,2016,566337.42
gac,2017,334931.21
hc,2010,49720.00
hc,2011,715335.20
hc,2012,2462188.08
hc,2013,992199.33
hc,2014,1177797.87
hc,2015,646138.33
hc,2016,843040.83
hc,2017,1612943.17
ic,2008,789208.00
ic,2009,442655.00
ic,2017,52961.97
ircc,2013,251982.68
ircc,2014,336328.33
ircc,2015,369185.07
ircc,2016,274296.20
ircc,2017,34811.16
just,2009,80850.00
just,2010,140910.00
just,2011,114934.56
just,2012,415455.24
just,2013,678152.06
just,2014,384419.11
just,2015,473001.08
just,2016,289724.97
just,2017,177187.00
nrc,2011,84750.00
nrc,2012,84750.00
nrc,2013,88140.00
nrc,2014,154842.00
nrc,2015,55271.00
nrc,2016,392049.65
nrc,2017,374018.28
pch,2016,197528.64
pch,2017,172493.34
phac,2010,49720.00
phac,2011,657354.90
phac,2012,1333575.16
phac,2013,3113042.66
phac,2014,3220045.74
phac,2015,750036.75
phac,2016,977421.00
phac,2017,528453.92
pptc,2013,125464.18
pptc,2014,246711.06
pptc,2015,73802.46
pspc,2008,1189141.50
pspc,2009,3885849.46
pspc,2010,2074165.41
pspc,2011,3624168.79
pspc,2012,3376109.32
pspc,2013,1234425.00
pspc,2014,505392.50
rcmp,2012,136730.00
rcmp,2013,258958.33
rcmp,2014,391793.60
rcmp,2015,5526253.76
rcmp,2016,474535.97
rcmp,2017,971961.97
tbs,2008,127050.00
tbs,2009,127050.00
tbs,2010,423534.00
tbs,2011,612470.00
tbs,2012,316129.48
tbs,2013,298144.95
tbs,2014,1096384.38
tbs,2015,1376059.38
tbs,2016,2377149.55
tbs,2017,2616597.92
