owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,4,2,2
agr,2014,21,19,2
agr,2015,36,21,15
agr,2016,31,20,11
agr,2017,19,8,11
cnsc,2016,1,1,0
cnsc,2017,1,0,1
ec,2013,3,3,0
ec,2014,7,3,4
ec,2015,4,3,1
ec,2016,4,3,1
ec,2017,1,0,1
esdc,2010,1,1,0
esdc,2011,12,12,0
esdc,2012,15,15,0
esdc,2013,8,8,0
esdc,2014,12,12,0
esdc,2015,7,7,0
esdc,2016,22,19,3
esdc,2017,30,15,15
gac,2010,3,3,0
gac,2011,4,2,2
gac,2012,10,7,3
gac,2013,5,2,3
gac,2014,2,0,2
gac,2015,1,0,1
gac,2017,2,0,2
hc,2010,3,3,0
hc,2011,9,6,3
hc,2012,12,5,7
hc,2013,11,3,8
hc,2014,6,5,1
hc,2015,7,3,4
hc,2016,5,3,2
hc,2017,3,1,2
ic,2008,5,5,0
ic,2009,1,1,0
ic,2016,1,1,0
ic,2017,2,2,0
ircc,2013,3,3,0
ircc,2014,4,3,1
ircc,2015,3,1,2
ircc,2016,1,1,0
ircc,2017,2,1,1
just,2009,1,1,0
just,2010,2,1,1
just,2011,4,2,2
just,2012,2,0,2
just,2013,6,5,1
just,2014,6,0,6
just,2015,3,1,2
just,2016,2,2,0
just,2017,3,3,0
nrc,2011,1,1,0
nrc,2013,2,1,1
nrc,2014,5,4,1
nrc,2015,8,6,2
nrc,2016,5,0,5
nrc,2017,6,2,4
nserc,2017,1,1,0
pch,2016,3,2,1
pch,2017,2,2,0
phac,2010,3,3,0
phac,2011,9,6,3
phac,2012,12,5,7
phac,2013,11,3,8
phac,2014,6,5,1
phac,2015,7,3,4
phac,2016,4,2,2
pptc,2012,1,1,0
pptc,2013,3,3,0
pptc,2014,2,1,1
pspc,2008,5,5,0
pspc,2009,25,13,12
pspc,2010,17,3,14
pspc,2011,12,4,8
pspc,2012,4,2,2
pspc,2013,2,0,2
rcmp,2012,4,3,1
rcmp,2013,2,1,1
rcmp,2014,4,0,4
rcmp,2015,3,0,3
rcmp,2016,2,1,1
rcmp,2017,2,1,1
tbs,2008,2,2,0
tbs,2010,3,1,2
tbs,2011,1,1,0
tbs,2012,3,1,2
tbs,2013,1,0,1
tbs,2014,3,2,1
tbs,2015,1,1,0
tbs,2016,1,1,0
tbs,2017,2,0,2
