source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2014,753,317,56,380,5115208.84,1388612.38,110142543.11
2015,765,286,72,407,4631305.10,1782293.60,227249243.91
2016,596,262,28,306,4110008.36,690022.44,235235552.36
2017,793,284,28,481,4471549.10,694615.89,345291030.25
