source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2014,753,366,387,6325806.34,110320557.99
2015,765,351,414,6236216.84,227426625.77
2016,596,289,307,4774967.40,235260615.76
2017,793,306,487,5013651.33,345443543.91
