owner_acronym,source_year,total_entries,total_contracts,total_amendments
dnd,2010,1,1,0
dnd,2012,1,0,1
dnd,2013,2,2,0
dnd,2014,1,0,1
dnd,2015,1,0,1
dnd,2016,1,1,0
dnd,2017,1,0,1
ec,2011,1,1,0
ec,2013,2,0,2
ec,2014,1,0,1
gac,2010,5,3,2
gac,2011,2,1,1
gac,2013,1,0,1
gac,2014,1,0,1
gac,2016,3,0,3
gac,2017,1,1,0
ircc,2010,10,8,2
ircc,2011,6,3,3
ircc,2012,10,1,9
ircc,2013,6,1,5
ircc,2014,9,1,8
ircc,2015,4,2,2
ircc,2016,2,1,1
ircc,2017,4,1,3
nrcan,2016,1,1,0
pptc,2010,6,4,2
pptc,2011,6,2,4
pptc,2012,4,0,4
pptc,2013,3,0,3
pptc,2014,2,0,2
tc,2011,2,1,1
tc,2013,1,0,1
tc,2014,1,0,1
tc,2015,2,2,0
tc,2017,2,1,1
