gen_vendor_normalized,total_entries,total_contracts,total_amendments
DAVID APLIN & ASSOCIATES,4,2,2
NEAL SUSAN,2,2,0
BIAPRO INFORMATION SOLUTIONS,2,2,0
LINKEDIN IRELAND UNLIMITED COMPANY,2,1,1
LES SERVICES SIPD,2,2,0
AITCHISON LISA,2,1,1
CANON,2,1,1
KPMG,1,1,0
ONX ENTERPRISE SOLUTIONS,1,1,0
PSYCH HEALTH AND SAFETY CONSULTING,1,1,0
PTC RECRUITING,1,1,0
SECURICORE,1,1,0
THE WOHL GROUP,1,1,0
BINATECH SYSTEMS SOLUTIONS,1,1,0
ELBY PROFESSIONAL RECRUITMENT,1,1,0
ELLENTON JENNIFER,1,1,0
FINE LINE SIGNS,1,1,0
IBM CANADA,1,1,0
INFO-TECH RESEARCH GROUP,1,1,0
