vendor_normalized,effective_year,sum_yearly_value
BIAPRO INFORMATION SOLUTIONS,2017,18077.74
DAVID APLIN ASSOCIATES,2017,38239.20
ELLENTON JENNIFER,2017,12000.00
FINE LINE SIGNS,2017,10944.05
INFO TECH RESEARCH GROUP,2017,10452.50
LES SERVICES SIPD,2017,14400.79
NEAL SUSAN,2017,121000.00
ONX ENTERPRISE SOLUTIONS,2017,24646.21
PSYCH HEALTH AND SAFETY CONSULTING,2017,11300.00
PTC RECRUITING,2017,48165.12
