owner_acronym,total_entries,total_contracts,total_amendments
dnd,3960,3870,90
pc,292,288,4
csc,223,199,24
dfo,204,192,12
agr,200,123,77
rcmp,68,59,9
hc,66,64,2
phac,57,55,2
tc,52,43,9
pspc,24,19,5
nrc,18,12,6
ec,15,12,3
vac,14,10,4
isc,10,10,0
csa,1,1,0
