vendor_normalized,effective_year,sum_yearly_value
ALTIS HUMAN RESOURCES,2009,73611.5
ALTIS HUMAN RESOURCES,2010,579621.44
ALTIS HUMAN RESOURCES,2011,620779.3
ALTIS HUMAN RESOURCES,2012,222205.7
ALTIS HUMAN RESOURCES,2013,73551.7
ALTIS HUMAN RESOURCES,2014,9552.68
ALTIS HUMAN RESOURCES,2015,26193.32
BAGG TECHNOLOGY RESOURCES,2010,178630.63
BAGG TECHNOLOGY RESOURCES,2011,471295.31
BAGG TECHNOLOGY RESOURCES,2012,60579.5
BELL CANADA,2013,10678.5
BELL CANADA,2014,760814.416
BELL CANADA,2015,911268.8665
BELL CANADA,2016,975512.91416667
BELL CANADA,2017,1402045.2816667
DELOITTE AND TOUCHE,2012,231729.31
DELOITTE AND TOUCHE,2013,151980.79
DELOITTE AND TOUCHE,2014,213243.81
DELOITTE AND TOUCHE,2015,121941
DELOITTE AND TOUCHE,2017,24973
GOSS GILROY,2013,56370
GOSS GILROY,2014,70361
GOSS GILROY,2015,123132
GOSS GILROY,2016,198202
GOSS GILROY,2017,107350
KEITH BAGG STAFFING RESOURCES,2010,1175570.32
KEITH BAGG STAFFING RESOURCES,2011,11950
MASHA KRUPP TRANSLATION GROUP,2010,16950
MASHA KRUPP TRANSLATION GROUP,2011,74974.3
MASHA KRUPP TRANSLATION GROUP,2012,162024.085
MASHA KRUPP TRANSLATION GROUP,2013,129794.69
MASHA KRUPP TRANSLATION GROUP,2014,243883.615
MASHA KRUPP TRANSLATION GROUP,2015,86107.045
MASHA KRUPP TRANSLATION GROUP,2016,246545.83
MASHA KRUPP TRANSLATION GROUP,2017,134251.885
PUBLIC WORKS AND GOVERNMENT,2010,728596.216666667
PUBLIC WORKS AND GOVERNMENT,2011,758296.216666667
PUBLIC WORKS AND GOVERNMENT,2012,163813.001666667
PUBLIC WORKS AND GOVERNMENT,2013,51979.335
PUBLIC WORKS AND GOVERNMENT,2014,8750
QMR,2009,236205
QMR,2010,432134.25
STEELCASE CANADA,2010,252732
STEELCASE CANADA,2011,18937.3
STEELCASE CANADA,2012,35885.175
STEELCASE CANADA,2013,182753.915
