owner_acronym,effective_year,sum_yearly_value
cra,2008,25621109.5403651
cra,2009,27614484.1486985
cra,2010,25172470.7553652
cra,2011,46568495.2061899
cra,2012,24811680.234801
cra,2013,19123789.5634677
cra,2014,14937903.8664835
cra,2015,14802654.1407692
cra,2016,14802654.1407692
cra,2017,14802654.1407692
dnd,2008,119154918.867879
dnd,2009,11943871.4445455
dnd,2010,3871651.02121212
dnd,2011,18021953.3812122
dnd,2012,19665743.1478788
dnd,2013,8883977.53287879
dnd,2014,10935400.3175455
dnd,2015,6645736.758
dnd,2016,2618520.91466667
dnd,2017,4096130.51466667
ec,2008,751751.3925
ec,2009,44372.07
ec,2010,1278641.01
ec,2011,86429.13
ec,2012,4718558.6
ec,2013,-511969.62
ec,2015,1001150
ec,2016,2554961.50666667
ec,2017,17629.5066666666
esdc,2008,13477730.6429525
esdc,2009,45160751.3929524
esdc,2010,38856104.7212857
esdc,2011,18492874.0662857
esdc,2012,2147554.47333333
esdc,2013,669067.15
esdc,2014,1356292.585
esdc,2015,1086729.505
gac,2008,8756549.345
gac,2009,2204410.075
gac,2010,7698328.93833333
gac,2011,8303216.03333333
gac,2012,12385340.9983333
gac,2013,253468.825
gac,2014,126360.93166667
gac,2015,424691.66666666
gac,2017,153665.875
ic,2008,241647
ic,2009,124719
ic,2010,1003296
ic,2011,145509.33333333
ic,2012,920272.5
ic,2013,2842782.8333333
ic,2014,1743331.3333333
ic,2015,880189.49999999
ic,2016,535290.49999999
ic,2017,557120.69999999
nrc,2008,1964214
nrc,2009,185793
nrc,2010,1116598.75
nrc,2011,2036274.75
nrc,2012,785772.75
nrc,2013,324522.75
nrc,2014,41459.5
nrc,2016,568475.12
nrc,2017,275647.195
pspc,2008,221327805.146428
pspc,2009,235354994.162619
pspc,2010,343730584.208869
pspc,2011,342381496.483536
pspc,2012,220988137.874191
pspc,2013,209288457.980858
pspc,2014,154887425.842525
pspc,2015,151365209.377525
pspc,2016,1739251.76666667
pspc,2017,3963571.16
rcmp,2008,5539668.84114912
rcmp,2009,7003323.37364912
rcmp,2010,6101190.79364912
rcmp,2011,5961612.43448246
rcmp,2012,1217216.96448246
rcmp,2013,301853.532982456
rcmp,2014,724670.756649123
rcmp,2015,7376118.96364912
rcmp,2016,924382.651149123
rcmp,2017,745584.481149123
ssc,2008,19530479.3510537
ssc,2009,49085361.9855177
ssc,2010,105504953.841899
ssc,2011,188240083.35028
ssc,2012,360102186.069982
ssc,2013,375066993.475608
ssc,2014,238689256.888944
ssc,2015,235225272.860063
ssc,2016,310201982.148849
ssc,2017,368448975.74879
