source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,63,34,29,608990.69,3028826.55
2009,65,43,22,749632.00,1468741.32
2010,75,44,31,728774.83,1516337.62
2011,90,53,37,823411.18,2827156.28
2012,70,43,27,729702.79,2375110.81
2013,24,12,12,219845.22,841897.18
2014,18,9,9,139008.21,1304708.84
2015,17,11,6,162413.86,591499.61
2016,30,17,13,286337.96,921820.02
2017,35,20,15,318796.99,1489776.96
