owner_acronym,total_entries,total_contracts,total_amendments
ssc,113,55,58
esdc,44,38,6
ircc,40,18,22
pspc,26,20,6
gac,21,20,1
cra,20,4,16
phac,18,10,8
hc,18,10,8
cbsa,16,12,4
tc,15,6,9
pco,12,7,5
inac,11,11,0
pptc,9,7,2
dnd,7,7,0
cnsc,6,5,1
csps,6,5,1
ec,5,5,0
pch,5,4,1
ic,4,4,0
fin,4,2,2
dfo,3,2,1
psc,3,2,1
infra,3,1,2
atssc,2,1,1
pc,2,2,0
ps,2,2,0
cfia,1,1,0
just,1,1,0
lac,1,1,0
nrcan,1,1,0
nserc,1,1,0
cta,1,1,0
csa,1,1,0
elections,1,1,0
