owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2008,1,1,0
acoa,2013,1,1,0
acoa,2016,2,2,0
acoa,2017,1,1,0
agr,2013,1,1,0
agr,2014,1,1,0
agr,2015,3,2,1
agr,2017,9,7,2
cbsa,2014,4,4,0
cbsa,2015,3,3,0
cfia,2011,6,6,0
cfia,2012,2,2,0
cfia,2013,4,4,0
cfia,2015,1,1,0
cfia,2017,7,7,0
cnsc,2011,1,1,0
cnsc,2012,2,2,0
cra,2008,2,2,0
cra,2010,2,2,0
cra,2011,2,2,0
cra,2014,1,1,0
cra,2016,1,1,0
csc,2013,2,2,0
csc,2014,8,8,0
csc,2015,10,10,0
csc,2016,22,22,0
csc,2017,35,35,0
dfo,2010,34,29,5
dfo,2011,13,11,2
dfo,2014,3,3,0
dfo,2015,6,6,0
dfo,2016,42,40,2
dfo,2017,30,29,1
dnd,2008,56,56,0
dnd,2009,41,41,0
dnd,2010,52,51,1
dnd,2011,70,70,0
dnd,2012,122,122,0
dnd,2013,57,57,0
dnd,2014,1,1,0
dnd,2015,2,2,0
dnd,2017,95,87,8
ec,2008,48,48,0
ec,2009,18,18,0
ec,2010,20,20,0
ec,2011,13,13,0
ec,2012,15,15,0
ec,2013,7,7,0
ec,2014,9,9,0
ec,2015,7,7,0
ec,2016,5,5,0
ec,2017,3,3,0
esdc,2009,1,1,0
esdc,2010,1,1,0
esdc,2014,1,1,0
esdc,2016,1,1,0
fin,2010,1,1,0
gac,2009,1,1,0
gac,2013,3,3,0
gac,2014,1,1,0
gac,2015,1,1,0
gac,2016,6,6,0
gac,2017,1,1,0
hc,2010,2,2,0
hc,2011,1,1,0
hc,2013,4,4,0
hc,2015,1,1,0
hc,2016,5,4,1
hc,2017,8,8,0
ic,2008,4,4,0
ic,2009,2,2,0
ic,2010,4,4,0
ic,2011,5,4,1
ic,2012,2,2,0
ic,2013,3,3,0
ic,2014,1,1,0
ic,2015,2,2,0
ic,2016,1,1,0
ic,2017,2,2,0
inac,2013,1,1,0
inac,2014,1,1,0
inac,2015,2,2,0
inac,2016,2,2,0
nrc,2009,1,1,0
nrc,2010,1,1,0
nrc,2011,3,3,0
nrc,2012,1,1,0
nrc,2013,3,3,0
nrc,2015,1,1,0
nrc,2016,2,2,0
nrc,2017,3,3,0
nrcan,2012,1,1,0
nrcan,2014,2,2,0
nrcan,2015,6,6,0
nrcan,2016,5,5,0
nrcan,2017,5,5,0
pc,2008,32,32,0
pc,2009,27,27,0
pc,2010,42,42,0
pc,2011,27,27,0
pc,2012,13,13,0
pc,2013,19,19,0
pc,2014,22,22,0
pc,2015,29,29,0
pc,2016,43,41,2
pc,2017,29,26,3
pch,2011,1,1,0
pch,2017,1,1,0
pco,2010,1,1,0
pco,2013,1,1,0
phac,2010,2,2,0
phac,2011,1,1,0
phac,2013,4,4,0
phac,2015,1,1,0
phac,2016,5,4,1
ps,2010,1,1,0
ps,2017,1,1,0
pspc,2009,2,2,0
pspc,2010,2,2,0
pspc,2011,2,2,0
pspc,2012,4,4,0
pspc,2014,1,1,0
pspc,2015,2,2,0
rcmp,2008,33,33,0
rcmp,2009,15,14,1
rcmp,2010,17,17,0
rcmp,2011,18,18,0
rcmp,2012,28,28,0
rcmp,2013,11,10,1
rcmp,2014,20,19,1
rcmp,2015,13,13,0
rcmp,2016,16,15,1
rcmp,2017,14,14,0
ssc,2017,1,1,0
tc,2011,1,1,0
tc,2012,2,2,0
tc,2013,2,2,0
tc,2014,1,1,0
tc,2015,4,4,0
tc,2016,2,2,0
tc,2017,10,10,0
