owner_acronym,total_entries,total_contracts,total_amendments
dnd,496,487,9
pc,283,278,5
rcmp,185,181,4
ec,145,145,0
dfo,128,118,10
csc,77,77,0
ic,26,25,1
tc,22,22,0
hc,21,20,1
cfia,20,20,0
nrcan,19,19,0
nrc,15,15,0
agr,14,11,3
phac,13,12,1
gac,13,13,0
pspc,13,13,0
cra,8,8,0
cbsa,7,7,0
inac,6,6,0
acoa,5,5,0
esdc,4,4,0
cnsc,3,3,0
pch,2,2,0
ps,2,2,0
pco,2,2,0
fin,1,1,0
ssc,1,1,0
