owner_acronym,effective_year,sum_yearly_value
dfo,2014,152134596.01
dfo,2015,134464224.76
dfo,2016,98015807.93
dfo,2017,30097860.33
dnd,2008,28000000.00
dnd,2009,28000000.00
dnd,2010,37981791.67
dnd,2011,64071000.00
dnd,2012,64080600.00
dnd,2013,64080600.00
dnd,2014,64080600.00
dnd,2015,64071000.00
dnd,2016,64071000.00
dnd,2017,64071000.00
nrc,2009,162954.00
nrc,2010,51189.00
nrc,2013,30154.00
nrc,2016,29584.00
nrc,2017,111040.64
tc,2011,330480.35
tc,2012,603978.92
tc,2013,242076.84
tc,2014,696440.07
tc,2015,2257674.08
tc,2016,1153095.45
tc,2017,593092.71
