owner_acronym,source_year,total_entries,total_contracts,total_amendments
cbsa,2015,1,1,0
cfia,2011,1,1,0
cfia,2014,2,1,1
cfia,2015,1,1,0
cfia,2016,5,0,5
cfia,2017,5,2,3
dnd,2011,1,1,0
esdc,2010,1,1,0
esdc,2011,10,10,0
esdc,2012,6,6,0
esdc,2013,1,1,0
esdc,2014,16,16,0
esdc,2015,18,18,0
esdc,2016,1,1,0
gac,2013,1,1,0
ic,2013,1,1,0
ic,2014,2,1,1
ic,2015,1,0,1
ic,2016,1,0,1
ic,2017,1,1,0
ircc,2010,4,4,0
ircc,2011,4,2,2
ircc,2012,5,0,5
ircc,2013,1,0,1
ircc,2014,1,0,1
pspc,2010,1,1,0
pspc,2011,2,2,0
pspc,2012,1,1,0
pspc,2013,1,1,0
pspc,2014,2,1,1
pspc,2015,4,0,4
rcmp,2011,2,2,0
tbs,2012,1,1,0
tc,2017,1,1,0
