owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,2,2,0
agr,2014,1,0,1
agr,2015,1,1,0
agr,2016,2,1,1
agr,2017,1,0,1
atssc,2017,1,1,0
cas,2016,1,1,0
cas,2017,1,1,0
cbsa,2014,1,1,0
cbsa,2015,8,7,1
cbsa,2016,6,6,0
cbsa,2017,5,4,1
ced,2010,1,1,0
cfia,2013,1,1,0
cfia,2014,1,1,0
cfia,2015,1,1,0
cfia,2016,2,2,0
cfia,2017,1,1,0
chrc,2015,1,1,0
cihr,2015,1,1,0
cihr,2016,2,2,0
cihr,2017,1,0,1
cnsc,2010,1,1,0
cnsc,2012,2,2,0
cnsc,2013,1,1,0
cnsc,2014,1,1,0
cnsc,2016,2,2,0
cnsc,2017,1,1,0
cra,2011,1,1,0
cra,2013,1,1,0
cra,2016,1,1,0
cra,2017,1,1,0
crtc,2017,1,1,0
csc,2015,1,1,0
csc,2016,1,1,0
csc,2017,2,2,0
csps,2014,1,1,0
csps,2017,1,1,0
dfo,2010,1,1,0
dfo,2012,2,2,0
dfo,2013,4,4,0
dfo,2014,1,1,0
dfo,2015,2,1,1
dfo,2016,3,2,1
dfo,2017,4,3,1
dnd,2008,2,2,0
dnd,2009,8,4,4
dnd,2010,2,2,0
dnd,2011,2,2,0
dnd,2012,2,2,0
dnd,2013,4,4,0
dnd,2014,14,14,0
dnd,2015,4,4,0
dnd,2016,1,1,0
dnd,2017,9,9,0
ec,2011,4,4,0
ec,2012,5,5,0
ec,2013,8,8,0
ec,2014,2,2,0
ec,2015,1,1,0
ec,2016,4,4,0
elections,2016,2,2,0
elections,2017,2,2,0
esdc,2008,3,3,0
esdc,2009,1,1,0
esdc,2010,3,3,0
esdc,2011,1,1,0
esdc,2012,2,2,0
esdc,2013,2,2,0
esdc,2014,4,4,0
esdc,2015,3,3,0
esdc,2016,5,5,0
esdc,2017,2,2,0
fcac,2013,1,1,0
fcac,2014,1,1,0
fin,2011,4,4,0
fin,2016,1,1,0
gac,2010,2,2,0
gac,2011,1,1,0
gac,2012,7,7,0
gac,2013,17,10,7
gac,2014,5,5,0
gac,2015,6,6,0
gac,2016,5,4,1
gac,2017,5,5,0
ic,2011,1,1,0
ic,2012,2,2,0
ic,2013,2,2,0
ic,2014,1,1,0
ic,2015,2,2,0
ic,2016,2,2,0
ic,2017,1,1,0
inac,2013,2,2,0
inac,2014,1,1,0
inac,2015,1,1,0
inac,2016,2,2,0
inac,2017,4,4,0
infra,2015,1,1,0
ircc,2010,2,2,0
ircc,2012,2,2,0
ircc,2013,4,3,1
ircc,2014,4,3,1
ircc,2015,5,4,1
ircc,2016,5,2,3
ircc,2017,3,3,0
just,2011,2,2,0
just,2012,1,0,1
just,2013,1,0,1
just,2015,2,2,0
just,2016,1,1,0
just,2017,1,1,0
lac,2013,1,1,0
lac,2014,1,1,0
lac,2015,2,2,0
lac,2016,2,2,0
lac,2017,2,2,0
neb,2015,1,1,0
neb,2016,1,1,0
neb,2017,1,1,0
nrcan,2012,1,1,0
nrcan,2017,3,3,0
osfi,2016,1,1,0
osfi,2017,1,0,1
osgg,2016,1,1,0
osgg,2017,2,2,0
pbc,2012,1,1,0
pc,2011,2,2,0
pc,2012,2,2,0
pc,2013,2,2,0
pc,2015,1,1,0
pc,2016,1,1,0
pc,2017,1,1,0
pch,2011,1,1,0
pch,2016,1,1,0
pch,2017,3,3,0
pco,2012,1,1,0
pco,2013,1,1,0
pco,2015,1,1,0
pco,2016,2,2,0
pco,2017,1,1,0
pptc,2012,1,1,0
pptc,2013,1,1,0
pptc,2014,1,1,0
ps,2012,1,1,0
pspc,2008,4,4,0
pspc,2009,1,1,0
pspc,2010,1,0,1
pspc,2011,6,3,3
pspc,2012,1,1,0
pspc,2014,1,1,0
pspc,2015,1,1,0
pspc,2016,1,1,0
pspc,2017,1,1,0
rcmp,2011,4,4,0
rcmp,2012,1,1,0
rcmp,2013,3,3,0
rcmp,2014,6,6,0
rcmp,2015,12,11,1
rcmp,2016,3,3,0
rcmp,2017,8,8,0
ssc,2012,91,51,40
ssc,2013,79,56,23
ssc,2014,79,61,18
ssc,2015,20,14,6
ssc,2016,26,21,5
ssc,2017,22,19,3
sshrc,2017,1,1,0
stats,2009,1,1,0
stats,2010,1,1,0
stats,2011,4,3,1
stats,2013,2,2,0
tbs,2009,1,1,0
tbs,2010,2,2,0
tbs,2011,5,4,1
tbs,2012,3,1,2
tbs,2013,4,3,1
tbs,2014,6,3,3
tbs,2015,2,2,0
tbs,2016,5,4,1
tbs,2017,2,2,0
tc,2011,8,8,0
tc,2012,8,6,2
tc,2013,1,1,0
vac,2011,1,1,0
vac,2012,2,2,0
vac,2014,1,1,0
