source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2013,2336,1463,873,24351424.74,137367109.05
2014,1951,1305,646,21460709.01,77600284.08
2015,2210,1392,818,22848216.47,103471310.77
2016,2038,1287,751,20923412.51,119019878.83
2017,1776,1191,585,19832678.19,76800580.06
