source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2013,2336,1327,170,839,21001199.10,4216814.65,136500520.04
2014,1951,1164,156,631,17981409.50,3860016.09,77219567.50
2015,2210,1251,178,781,19373612.76,4418814.64,102527099.84
2016,2038,1169,142,727,18015077.21,3517794.87,118410419.26
2017,1776,1057,151,568,16530502.76,3736281.91,76366473.58
