source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2010,115,70,45,1168591.63,12179050.73
2011,315,186,129,3323796.03,18953016.37
2012,314,200,114,3312022.99,16084611.66
2013,321,185,136,2947605.83,184892079.32
2014,340,211,129,3520890.63,55883929.80
2015,392,272,120,4531866.54,14675128.83
2016,131,86,45,1600316.20,23812344.77
2017,138,77,61,1399484.26,52349311.67
