source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2010,115,68,3,44,1119874.46,74113.29,12153654.61
2011,315,155,36,124,2560556.90,891198.06,18825057.44
2012,314,176,29,109,2720624.01,719218.23,15956792.41
2013,321,170,21,130,2577785.39,522331.47,184739568.29
2014,340,192,23,125,3053326.62,568900.56,55782593.25
2015,392,240,36,116,3742298.89,889917.05,14574779.43
2016,131,68,19,44,1155605.79,469710.41,23787344.77
2017,138,59,19,60,954444.97,470039.29,52324311.67
