source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2015,69,26,9,34,413957.47,221221.25,5920299.49
2016,207,74,39,94,1183283.07,963794.38,24910325.08
2017,174,64,17,93,1042664.07,423004.39,34229594.31
