source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,18,8,5,5,139417.32,124251.98,262567.03
2017,22,15,1,6,245022.40,24945.00,455126.48
