vendor_normalized,effective_year,sum_yearly_value
CLAUDE BERGERON,2016,6102
CLAUDE BERGERON,2017,31956.4
DAVE JEGGO,2016,21187.5
DAVE JEGGO,2017,10226.5
DONNA CONA,2015,9040
DONNA CONA,2016,9040
DONNA CONA,2017,9040
LUMINA IT,2016,12486.5
LUMINA IT,2017,12486.5
MATTHEW T MCGARVEY BARRISTER AND SOLICITOR,2013,7627.5
MATTHEW T MCGARVEY BARRISTER AND SOLICITOR,2014,7627.5
MATTHEW T MCGARVEY BARRISTER AND SOLICITOR,2015,7627.5
MATTHEW T MCGARVEY BARRISTER AND SOLICITOR,2016,20085.75
MATTHEW T MCGARVEY BARRISTER AND SOLICITOR,2017,38095.125
MICHEL HAMEL CONSULTING,2016,37290
MICHEL HAMEL CONSULTING,2017,135590.333333333
MIKE DUNN ENTERPRISES,2016,8475
MIKE DUNN ENTERPRISES,2017,33688.125
PANXSOLUTIONS,2016,12497.8
PANXSOLUTIONS,2017,12497.8
STENOTRAN SERVICES,2016,28250
STENOTRAN SERVICES,2017,28250
SYLVAIN BERTHIAUME,2016,37459.5
SYLVAIN BERTHIAUME,2017,115647.833333333
