source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,48,32,16,559977.95,876867.05
2009,49,31,18,554837.92,807261.55
2010,62,34,28,606099.38,2516043.16
2011,40,18,22,338180.81,1410651.92
2012,52,29,23,472691.30,2980196.48
2013,57,33,24,534403.02,3593303.63
2014,54,34,20,506311.45,1736304.24
2015,52,25,27,422860.54,1472259.68
2016,67,29,38,457557.03,5789335.02
2017,42,15,27,241052.00,3686336.00
