owner_acronym,effective_year,sum_yearly_value
csc,2014,35320.65
csc,2015,367619.316666667
csc,2016,102146.65
csc,2017,327250.65
dnd,2010,623594
dnd,2011,730656
gac,2010,190240
hc,2010,35650.98
hc,2011,137422.23
hc,2012,246501.195
hc,2013,281015.415
hc,2014,38430
hc,2015,50625
hc,2017,9733.5
phac,2010,53737.715
phac,2011,134786.165
phac,2012,193990.575
phac,2013,171707.475
phac,2014,38430
phac,2015,65715
phac,2016,44174.85
pspc,2008,148909116.151213
pspc,2009,148909116.151213
pspc,2010,148909116.151213
pspc,2011,267399329.648713
pspc,2012,139882709.156667
pspc,2013,136489260.06
pspc,2014,148678344.66
pspc,2015,148812181.425
pspc,2016,138834246.9625
pspc,2017,126349748.9625
