source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,42,24,18,417709.36,824201.69
2009,62,37,25,582047.67,1988065.17
2010,77,44,33,810551.11,2377227.74
2011,72,47,25,810489.36,1281197.67
2012,62,40,22,675986.74,5995967.81
2013,39,27,12,480056.01,353665.67
2014,66,30,36,561117.99,2155621.84
2015,52,33,19,603199.89,1896717.65
2016,51,35,16,616242.03,1011400.80
2017,82,46,36,820862.43,3724445.47
