source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2010,252,103,19,130,1578233.03,469157.65,84365985.57
2011,304,93,22,189,1527094.20,546373.19,172099003.03
2012,165,51,9,105,860679.97,225136.60,15170554.51
2013,171,60,5,106,903635.96,124845.99,46160457.95
2014,64,15,0,49,265717.56,0.00,10734057.25
