owner_acronym,effective_year,sum_yearly_value
agr,2013,215600.00
agr,2014,215600.00
agr,2015,215600.00
agr,2016,358543.00
agr,2017,540456.50
cbsa,2011,175657.17
cbsa,2012,175657.17
cbsa,2013,175657.17
cbsa,2014,175657.17
cbsa,2015,175657.17
cbsa,2016,175657.17
ceaa,2010,124500.00
ceaa,2011,124500.00
cnsc,2008,49980.00
cnsc,2011,142733.13
cnsc,2012,142733.13
cra,2014,33888.70
csc,2015,6850172.00
csc,2016,11626886.00
dfo,2009,202166.67
dfo,2010,202166.67
dfo,2011,168358.33
dfo,2012,164250.00
dfo,2013,82392.50
dfo,2014,903083.33
dfo,2015,192633.33
dfo,2016,580116.67
dnd,2008,723801.75
dnd,2009,1464815.94
dnd,2010,6015128.37
dnd,2011,9630437.52
dnd,2012,11952180.49
dnd,2013,4438632.73
dnd,2014,2937537.75
dnd,2015,4462510.58
dnd,2016,3939278.75
dnd,2017,346415.63
ec,2008,41910.00
ec,2009,221980.00
ec,2010,141475.00
ec,2011,604593.60
elections,2015,1190945.56
elections,2016,2067338.89
elections,2017,2731675.76
esdc,2008,326588.05
esdc,2009,216508.30
esdc,2010,30975.00
esdc,2011,177975.00
esdc,2012,918553.31
esdc,2013,1853763.58
esdc,2014,1586641.73
esdc,2015,718515.43
esdc,2016,567537.57
esdc,2017,493136.01
fcac,2012,900000.00
fcac,2013,900000.00
fcac,2014,900000.00
fcac,2015,900000.00
fcac,2016,400000.00
fja,2011,24853.22
fja,2013,72037.50
fja,2015,46706.67
fja,2016,159706.67
fja,2017,202109.92
gac,2008,763693.34
gac,2009,936910.21
gac,2010,556810.21
gac,2011,383755.09
gac,2012,1197482.21
gac,2013,2000987.82
gac,2014,2134652.69
gac,2015,2062201.04
gac,2016,666052.13
gac,2017,3137796.84
hc,2011,331692.67
hc,2012,446152.50
hc,2013,346853.70
hc,2014,1445984.05
hc,2015,2865316.03
hc,2016,4600779.18
hc,2017,4505061.40
ic,2008,1214295.00
ic,2009,797725.00
ic,2010,1741912.00
ic,2011,2321468.33
ic,2012,2077051.00
ic,2013,1248452.00
ic,2014,397988.50
ic,2015,1090130.33
ic,2016,1841810.20
ic,2017,2120025.07
inac,2014,1097344.15
inac,2015,250208.33
inac,2016,817695.80
inac,2017,1415948.17
infra,2012,52718.74
infra,2013,52718.74
infra,2015,169500.00
infra,2016,56644.08
infra,2017,2291377.28
ircc,2011,82372.50
ircc,2012,388312.50
ircc,2013,1929501.66
ircc,2014,2653289.84
ircc,2015,3658719.94
ircc,2016,3404478.57
ircc,2017,2161720.16
just,2008,490056.25
just,2009,1317686.25
just,2010,1023311.25
just,2011,753759.72
lac,2014,226444.41
lac,2015,226444.41
lac,2016,226444.41
mgerc,2016,36160.00
mgerc,2017,12430.00
nrc,2012,218793.50
nrc,2013,218793.50
nrc,2017,70625.00
nrcan,2011,370922.50
nrcan,2012,19775.00
nrcan,2013,23730.00
nrcan,2014,48703.00
nrcan,2015,24973.00
nserc,2017,24747.00
oic,2017,9999.38
pbc,2011,44070.00
pch,2008,107493.75
pch,2011,35647.50
pch,2012,85601.78
pch,2013,203005.36
pch,2015,18362.50
pco,2010,114732.95
pco,2011,119909.72
phac,2011,60492.67
phac,2012,420840.50
phac,2013,468893.70
phac,2014,1187410.73
phac,2015,1089778.73
phac,2016,3181447.20
phac,2017,3181447.20
pptc,2011,76881.00
pptc,2012,131796.00
ps,2008,440829.90
ps,2009,1255360.05
ps,2010,1532260.28
ps,2011,407323.88
ps,2013,21187.50
psc,2009,57832.00
psc,2010,96232.00
psc,2016,399998.00
pspc,2008,361412.02
pspc,2009,99420.30
pspc,2010,376670.00
pspc,2011,855970.27
pspc,2012,1039266.07
pspc,2014,70875.00
pspc,2015,70875.00
rcmp,2012,43095.38
rcmp,2013,43095.38
rcmp,2017,158252.39
ssc,2012,112096.00
ssc,2013,1343484.54
ssc,2014,1615226.85
ssc,2015,447480.00
ssc,2016,2761946.00
ssc,2017,12204.00
stats,2008,771038.23
stats,2009,969666.51
stats,2010,1540344.48
stats,2011,879285.34
stats,2012,763145.94
stats,2013,457935.89
stats,2014,527003.75
stats,2015,442253.75
stats,2017,497482.50
tbs,2009,210430.50
tbs,2010,902837.17
tbs,2011,720448.27
tbs,2012,752788.87
tbs,2015,24860.00
tc,2011,127428.66
tc,2012,442995.68
tc,2013,520692.70
tc,2014,1019639.40
tc,2015,1124926.02
tc,2016,521551.50
tc,2017,521551.50
vac,2012,65923.99
vac,2013,65923.99
