source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,23,9,4,10,128679.91,100393.95,706654.97
2017,133,46,15,72,726750.02,373118.37,10982153.85
