gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
AVI-SPL CANADA,2017,3,3,0
CANADIAN CORPS OF COMMISSIONAIRES,2017,20,20,0
COMPUCOM CANADA,2017,3,3,0
ERGOCENTRIC SEATING SYSTEMS,2017,3,3,0
JOHN MOORE CONTRUCTION MANAGEMENT,2017,4,4,0
NORTHERN MICRO,2016,1,1,0
NORTHERN MICRO,2017,4,4,0
OTTAWA BUSINESS INTERIORS,2017,3,3,0
SOFTCHOICE,2017,7,7,0
TELUS CANADA,2017,12,11,1
THE MASHA KRUPP TRANSLATION GROUP,2017,3,1,2
