source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2015,2,2,0,0,15220.35,0.00,0.00
2016,49,38,5,6,282582.06,124497.13,263705.55
2017,16,9,1,6,146503.51,24965.38,508403.54
