vendor_normalized,effective_year,sum_yearly_value
COPEM,2016,14125.00
COPEM,2017,14125.00
CORADIX TECHNOLOGY CONSULTING,2016,36160.00
CORADIX TECHNOLOGY CONSULTING,2017,12430.00
EXCEL HUMAN RESOURCES,2015,36845.91
EXCEL HUMAN RESOURCES,2016,36845.91
GARTNER,2015,8485.00
GARTNER,2016,21522.38
GARTNER,2017,21522.38
ITEX,2015,2114.23
ITEX,2017,40100.72
MICROSOFT CANADA,2016,18435.24
MICROSOFT CANADA,2017,23799.84
NORTHERN MICRO,2016,24270.03
QMR,2016,88094.80
QMR,2017,84591.80
SYNERGY DATA CENTRES,2016,22183.55
ZYCOM,2017,224726.24
