source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2011,488,237,12,239,4044713.75,297631.42,35966666.78
2012,831,385,66,380,6117768.00,1638605.00,47444553.00
2013,852,333,80,439,5364538.51,1985154.97,91525396.88
2014,600,254,40,306,4029529.55,991697.11,46907667.02
2015,531,230,38,263,3609663.79,938025.94,47684970.83
2016,827,372,79,376,6043648.75,1958162.12,71561937.78
2017,449,190,37,222,3059809.79,921173.31,46589616.90
