owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2010,2,2,0
acoa,2015,1,1,0
agr,2013,9,4,5
agr,2014,8,0,8
agr,2015,5,2,3
agr,2016,25,19,6
agr,2017,12,6,6
cbsa,2014,2,2,0
cbsa,2015,1,1,0
cbsa,2016,3,3,0
cbsa,2017,6,3,3
ceaa,2012,1,1,0
ceaa,2013,2,1,1
ceaa,2014,1,0,1
cfia,2011,4,4,0
cfia,2012,21,13,8
cfia,2013,27,16,11
cfia,2014,22,12,10
cfia,2015,34,20,14
cfia,2016,27,14,13
cfia,2017,6,1,5
chrc,2017,1,1,0
cihr,2017,1,1,0
cnsc,2008,1,1,0
cnsc,2016,1,1,0
csc,2009,1,1,0
csc,2014,4,1,3
csc,2016,2,2,0
cta,2016,2,1,1
dfo,2010,19,16,3
dfo,2011,26,19,7
dfo,2012,24,16,8
dfo,2013,23,11,12
dfo,2014,20,9,11
dfo,2015,10,5,5
dfo,2016,18,10,8
dfo,2017,8,3,5
dnd,2008,1,1,0
dnd,2009,2,2,0
dnd,2010,6,6,0
dnd,2011,9,9,0
dnd,2012,7,5,2
dnd,2013,1,1,0
dnd,2014,5,4,1
dnd,2015,5,5,0
dnd,2016,1,1,0
dnd,2017,7,6,1
ec,2009,2,1,1
ec,2011,1,1,0
ec,2012,2,2,0
ec,2013,2,1,1
ec,2014,1,0,1
ec,2015,1,1,0
elections,2017,3,2,1
esdc,2009,2,2,0
esdc,2010,4,4,0
esdc,2011,1,1,0
esdc,2012,1,1,0
esdc,2013,2,2,0
esdc,2014,2,2,0
esdc,2015,10,10,0
esdc,2016,25,22,3
esdc,2017,30,11,19
fcac,2009,1,1,0
fcac,2010,2,0,2
fcac,2011,1,0,1
gac,2010,1,1,0
gac,2011,3,2,1
gac,2012,3,2,1
gac,2013,3,1,2
gac,2014,3,2,1
gac,2015,4,1,3
hc,2010,1,1,0
hc,2011,7,6,1
hc,2012,6,2,4
hc,2013,3,2,1
hc,2017,2,1,1
ic,2008,3,3,0
ic,2010,5,4,1
ic,2011,2,2,0
ic,2016,1,1,0
ic,2017,3,1,2
inac,2013,11,8,3
inac,2014,53,49,4
inac,2015,8,7,1
inac,2016,10,10,0
inac,2017,23,17,6
infra,2016,2,1,1
ircc,2010,3,2,1
ircc,2011,3,1,2
ircc,2012,1,0,1
ircc,2015,1,1,0
ircc,2016,1,0,1
just,2009,1,1,0
just,2010,1,1,0
just,2012,1,1,0
just,2013,3,1,2
just,2016,1,1,0
just,2017,1,1,0
mpcc,2016,1,1,0
neb,2016,3,3,0
neb,2017,1,0,1
nrc,2009,1,1,0
nrc,2016,3,3,0
nrcan,2011,2,2,0
nrcan,2015,1,1,0
oic,2017,1,1,0
osfi,2016,2,2,0
pc,2008,3,3,0
pc,2009,1,1,0
pc,2015,3,2,1
pc,2016,1,0,1
pc,2017,1,0,1
pco,2016,1,1,0
phac,2010,1,1,0
phac,2011,7,6,1
phac,2012,6,2,4
phac,2013,3,2,1
phac,2017,3,3,0
ppsc,2016,1,1,0
pptc,2010,1,1,0
ps,2012,1,1,0
ps,2013,5,5,0
ps,2014,3,3,0
ps,2017,1,1,0
psc,2012,4,2,2
psc,2014,2,1,1
psc,2016,2,1,1
psc,2017,1,0,1
pspc,2008,9,8,1
pspc,2009,1,1,0
pspc,2010,4,3,1
pspc,2011,2,1,1
pspc,2012,3,2,1
pspc,2013,1,0,1
pspc,2016,1,1,0
rcmp,2008,1,1,0
rcmp,2010,1,1,0
rcmp,2011,1,1,0
rcmp,2014,2,1,1
rcmp,2015,7,5,2
rcmp,2016,2,1,1
rcmp,2017,1,1,0
ssc,2013,5,5,0
ssc,2014,6,3,3
ssc,2015,3,1,2
ssc,2016,2,2,0
ssc,2017,3,3,0
stats,2008,1,1,0
stats,2009,4,4,0
stats,2010,1,1,0
stats,2016,2,2,0
tbs,2009,1,1,0
tbs,2010,1,0,1
tbs,2011,1,1,0
tbs,2013,2,2,0
tbs,2014,1,1,0
tbs,2015,1,1,0
tbs,2016,1,1,0
tbs,2017,2,1,1
tc,2012,1,1,0
tc,2017,1,1,0
