gen_vendor_normalized,total_entries,total_contracts,total_amendments
FREEBALANCE,58,50,8
ENSEIGNES PATTISON SIGN GROUP,33,30,3
XEROX,30,19,11
EXACT AIR,22,22,0
ORACLE CANADA,21,20,1
BELL CANADA,21,19,2
CARGAIR MAX AVIATION,20,20,0
ICI INFLUENCE COMMUNICATIONSINC,20,17,3
SOFTCHOICE,17,17,0
BRIGDEN CATHERINE,17,16,1
CORPS CDN COMMISSIONNAIRES OTT,14,12,2
MICROAGE,14,14,0
TELUS CANADA,12,12,0
ICI INFLUENCE COMMUNICATIONS,12,9,3
CEDROM SNI,12,11,1
GROOM ASSOCIES,11,8,3
WORLD TRADE CENTRE MONTREAL,11,11,0
LORRAINE FRAPPIER,11,11,0
PROPAIR,11,11,0
COFOMO,10,5,5
CONFERENCE BOARD OF CANADA,10,10,0
PASCAN AVIATION,10,10,0
DOLMEN PSYCHOLOGIE INDUS,9,9,0
PENNI JAQUES,9,9,0
MICROSERV DORVAL,8,8,0
KPMG,8,7,1
EXPRACOM TECHNOLOGIES,8,8,0
MICROSOFT CANADA,7,7,0
CORPS CDN COMMISSIONNAIRES MTL,7,7,0
SOLOTECH,7,7,0
4073029 CANADA HKBP,7,7,0
RHDF 2000,7,7,0
DESJARDINS CONCEPTION GRAPHIQUE,7,7,0
KABOOM COMMUNICATION DESIGN,6,5,1
DE MARTIGNY YVES,6,6,0
DB COMPANIES OF CANADA,6,6,0
GARTNER,5,5,0
SUBARU CANADA,5,5,0
RAYMOND CHABOT GRANT THORNTON,5,5,0
IC FORMATION,5,4,1
IMAGIK DESIGN COMMUNICATION,5,5,0
PUROLATOR COURIER,5,5,0
PERSONNEL ALTER EGO,5,3,2
INSTITUT STATISTIQUE DU QUEBEC,5,5,0
NORTHERN MICRO,5,5,0
ETUDE ECONOMIQUE CONSEIL,5,4,1
TOUT COM,4,4,0
NISHA TECHONOLOGIES,4,4,0
MICROAGE LES SYSTEMES NWD MONTREAL,4,4,0
MARKETWIRED,4,4,0
SOGEMAP,4,3,1
SOURCE EVOLUTION,4,3,1
PRINTERS PLUS,4,4,0
DELOITTE AND TOUCHE,4,3,1
DAVID GOLIATH COMMUNICATION MARKETING,4,3,1
COSSETTE COMMUNICATIONS,4,3,1
BEDARD RESSOURCES,4,2,2
RIDEAU SOLUTIONS DE RECONNAISSANCE,4,3,1
EXCEL HUMAN RESOURCES,4,4,0
ADVISO CONSEIL,4,4,0
NUMARA SOFTWARE,4,4,0
SERVICES DE CONSULT VISION RH,4,3,1
MORIN RELATIONS PUBLIQUES,3,1,2
MULTI RISK INTERNATIONAL,3,2,1
CGI,3,2,1
CENTRE DE FORMATION CARON QC,3,3,0
CENTRE DE FORMATION CARON,3,3,0
UNIVERSITE DU QUEBEC A TROIS RIVIERES,3,3,0
SYMETRIX PROTECTION,3,3,0
C B ZINC,3,3,0
MARKETWIRE,3,3,0
SYSTEMATIX SOLUTIONS,3,3,0
METAFORE,3,3,0
SERVICES TELE RESSOURCES,3,1,2
SOCIETE PIERRE BOUCHER,3,3,0
CANADIAN CORPS OF COMMISSIONAIRES,3,3,0
REJEAN ROY,3,2,1
DEVELOPPEMENT PME CHAUDIERE APPALACHES,3,3,0
IPSG TECHNOLOGY IPSG,3,2,1
PRODUITS DE BUREAU MOHAWK,3,3,0
INFORMATIQUE BLONDINX0016MONTPETIT,3,3,0
DAVID LLEWELLYN,3,3,0
IMATICS,3,3,0
IBM CANADA,3,3,0
PROCOM CONSULTANTS,3,1,2
SAMSON ASSOCIES,3,2,1
GRIS ORANGE CONSULTANT,3,2,1
OPENTEXT,3,3,0
FORMATION TERRA NOVA,3,2,1
AEROPRO,3,3,0
CONGRUENCE COACH,3,3,0
ASSOCIATION DES PRODUCTEURS DE TOURBE DU QUEBEC,3,3,0
ECOLE DE LANGUES LA CITE,3,3,0
FORD MOTOR COMPAMY,3,3,0
NOXENT,3,3,0
PRICEWATERHOUSE COOPERS,3,2,1
CHRYSLER CANADA,2,2,0
CHRISTIANE BEAUPRE CONSULTATION,2,2,0
ARI FINANCIAL SERVICES,2,2,0
METAFORESOLUTIONS TECHNOLOGIQUES DORVAL SEC,2,2,0
