source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,160,112,48,1540888.17,2514450.09
2009,146,92,54,1248767.18,3080377.95
2010,137,93,44,1428192.04,3429543.94
2011,99,61,38,944029.81,2622292.67
2012,70,46,24,671685.44,3548195.11
2013,69,47,22,732437.14,1444886.44
2014,51,28,23,401603.69,2008136.98
2015,46,28,18,409402.48,2061366.17
2016,68,36,32,565703.16,2184313.98
2017,53,34,19,548896.01,1882035.36
