source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2011,10,3,0,7,39593.00,0.00,11620205.00
2012,1860,568,124,1168,9225890.51,3084638.59,285625273.92
2013,2473,570,107,1796,9248420.82,2659860.58,3524371709.98
2014,1395,373,61,961,5950836.93,1524889.22,2470426846.40
2015,545,138,17,390,2183681.64,423497.58,280791598.80
2016,1761,412,53,1296,6716030.27,1325215.57,3421878901.00
2017,2133,549,70,1514,8778984.17,1742609.39,2360544040.79
