source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2011,10,3,7,39593.00,11620205.00
2012,1860,655,1205,11369489.85,286566313.17
2013,2473,648,1825,11170781.32,3525109210.06
2014,1395,413,982,6938057.50,2470964515.05
2015,545,151,394,2504371.55,280894406.47
2016,1761,444,1317,7505524.33,3422414622.51
2017,2133,603,1530,10113402.51,2360952231.84
