source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,6,6,0,103243.84,0.00
2009,4,3,1,50195.79,60847.50
2011,1,1,0,24860.00,0.00
2013,3,3,0,46813.23,0.00
2014,2,1,1,11775.83,100900.00
2016,1,0,1,0.00,44215.20
