source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2008,6,5,1,0,79093.84,24150.00,0.00
2009,4,3,0,1,50195.79,0.00,60847.50
2011,1,0,1,0,0.00,24860.00,0.00
2013,3,3,0,0,46813.23,0.00,0.00
2014,2,1,0,1,11775.83,0.00,100900.00
2016,1,0,0,1,0.00,0.00,44215.20
