vendor_normalized,effective_year,sum_yearly_value
AGILENT,2017,195495.81
CW BRABENDER INSTRUMENTS,2016,23713.303333333
CW BRABENDER INSTRUMENTS,2017,308699.543333333
DELL COMPUTER,2016,25373.66
DELL COMPUTER,2017,158840.29
FISHER SCIENTIFIC COMPANY,2017,122356.765
INLAND AUDIO VISUAL,2017,103409.6
IPSOS PARTNERSHIP,2017,182207.88
LIFE TECHNOLOGIES,2017,400115.95
METTLER TOLEDO,2017,237571.785
TERVITA,2016,15908.615
TERVITA,2017,134033.615
WATERS,2017,287669.17
