vendor_normalized,sum_effective_value
LIFE TECHNOLOGIES,400115.95
WATERS,295458.315
CW BRABENDER INSTRUMENTS,284986.24
METTLER TOLEDO,237571.785
DELL COMPUTER,184213.95
IPSOS PARTNERSHIP,182207.88
AGILENT,153187.03
FISHER SCIENTIFIC COMPANY,139415.065
TERVITA,118125
INLAND AUDIO VISUAL,103409.6
CHOPIN TECHNOLOGIES,96230
PERTEN INSTRUMENTS CANADA,84557.376666667
FOSS NORTH AMERICA,78953.64
ONX ENTERPRISE SOLUTIONS,67847.92
RAYMOND CHABOT GRANT THORNTON,62811.41
DATA COMMUNICATIONS MANAGEMENT,60499.69
SEEDBURO EQUIPMENT COMPANY,57866
UNIVERSITE DE SAINT BONIFACE,48449.933333334
COMPUCOM CANADA,48250.58
FELIX TECHNOLOGY,48075.3
QIAGEN CANADA,44918.26
INFO TECH RESEARCH GROUP,40950
COMPUGEN,40146.6175
TAKARA BIO USA,39296.92
RUTHERFORD MCKAY ASSOCIATES,38014.2
LASER NETWORKS,36894.44
ABRAXIS,36515.85
MICROSOFT CANADA,34533.125
TUCKER INDUSTRIES,30912
CANADIAN INTL GRAINS INSTITUTE,30000
ESBE SCIENTIFIC INDUSTRIES,29506.19
VIAVI SOLUTIONS CANADA,29491
VWR INTERNATIONAL,29414.37
PHILIPS ELECTRONICS,27940.53
WORKPLACE SAFETY PREVENTION,26540.625
INTEGRATED DNA TECHNOLOGIES,25281.21
BIO RAD LABORATORIESCANADA,24992.01
CEGEP DE BAIE COMEAU,24165.99
FCA CANADA,24130.05
UAS SERVICE,23494.01
SAS INSTITUTE,22848
FORSYTHE,22454.165
GLOBAL KNOWLEDGE NETWORK,22249.5
XEROX,22094.5499999996
WAFERGEN BIOSYSTEMS,22004.26
SKALAR,21919.8
ATS SCIENTIFIC,19865.22
ARTOPEX,19601.6
INTEGRA NETWORKS,19288.5
ACKLANDS GRAINGER,18897.04
AB SCIEX,18736.595
PEAK SCIENTIFIC CANADA,18044.25
RAINDANCE TECHNOLOGIES,16683.75
DESTINATION LEADERSHIP,16537.5
BUHLER,16126.08
GROTECH,16018.23
MUZEEN BLYTHE,15715.35
ROMER LABS,15437.31
COENTREPRISE CITE CARON,15093
BRUKER,14127.37
THERMOFISHER SCIENTIFIC,13800.23
NEOGEN,13723.62
EPIC INFORMATION SOLUTIONS,12944.01
PERKINELMER HEALTH SCIENCES,12475.31
MG ELECTRICAL MECHANICAL,12128.39
SERENA SOFTWARE,11885.95
TMCO,11586.37
CONTROLLED ENVIRONMENTS,11502.75
INSIGHT SOFTWARE CANADA,11472.93
KISIK,11123.97
PREMIER PRINTING,10973.56
AUDI CONSULTING,10914.75
SPACESAVER SOLUTIONS,10495.2
QLIKTECH,10422.72
KEVIN LUND TECHNOLOGY SOLUTIONS,10371.745
THE FORT GARRY,10169.7
TJ5 TECHNOLOGIES,8475
POSTNOVA ANALYTICS,8049.425
SOFTCHOICE,8038.8
DB OFFICE WORKS,7481.25
BLACK MCDONALD,6798.75
NOREX,6479.82
GARDAWORLD CASH SERVICES CANADA,6055.56
G N JOHNSTON EQUIPMENT,5278.8
AINSWORTH,3757.425
