owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,1,1,0
agr,2014,1,1,0
agr,2015,1,1,0
agr,2017,3,3,0
atssc,2016,1,1,0
atssc,2017,1,0,1
cbsa,2014,1,1,0
cbsa,2016,1,1,0
cfia,2013,1,1,0
crtc,2017,4,4,0
dfo,2010,5,5,0
dfo,2011,4,4,0
dnd,2008,20,20,0
dnd,2009,15,14,1
dnd,2010,18,18,0
dnd,2011,18,18,0
dnd,2012,17,16,1
dnd,2013,14,14,0
dnd,2014,30,30,0
dnd,2015,6,6,0
dnd,2016,2,2,0
dnd,2017,25,23,2
ec,2008,5,5,0
ec,2009,2,2,0
ec,2010,3,3,0
ec,2011,9,9,0
fin,2017,1,1,0
ic,2008,1,1,0
ic,2009,1,1,0
ic,2010,1,1,0
ic,2011,2,2,0
inac,2013,2,2,0
just,2010,2,2,0
just,2011,8,8,0
nfb,2017,1,1,0
nrc,2009,3,3,0
nrc,2010,2,2,0
nrc,2011,2,2,0
nrcan,2011,1,1,0
nrcan,2012,1,1,0
nserc,2017,7,7,0
osfi,2016,2,2,0
osfi,2017,2,2,0
pc,2012,3,3,0
pc,2014,1,1,0
ps,2010,1,1,0
pspc,2008,9,9,0
pspc,2009,2,2,0
pspc,2010,9,9,0
pspc,2011,5,5,0
rcmp,2009,2,2,0
rcmp,2015,2,2,0
rcmp,2016,4,4,0
rcmp,2017,6,6,0
ssc,2012,52,29,23
ssc,2013,34,32,2
ssc,2014,43,43,0
ssc,2015,13,12,1
ssc,2016,32,32,0
ssc,2017,82,81,1
stats,2008,4,4,0
stats,2009,6,6,0
stats,2010,14,14,0
stats,2011,12,12,0
stats,2014,1,1,0
stats,2015,3,3,0
stats,2017,1,1,0
tbs,2010,1,1,0
tc,2011,8,8,0
tc,2013,5,5,0
tc,2014,12,12,0
tc,2015,7,7,0
