owner_acronym,total_entries,total_contracts,total_amendments
ssc,256,229,27
dnd,165,161,4
stats,41,41,0
tc,32,32,0
pspc,25,25,0
ec,19,19,0
rcmp,14,14,0
just,10,10,0
dfo,9,9,0
nserc,7,7,0
nrc,7,7,0
agr,6,6,0
ic,5,5,0
pc,4,4,0
osfi,4,4,0
crtc,4,4,0
nrcan,2,2,0
cbsa,2,2,0
atssc,2,1,1
inac,2,2,0
ps,1,1,0
nfb,1,1,0
fin,1,1,0
cfia,1,1,0
tbs,1,1,0
