source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,1,0,0,1,0.00,0.00,60000.00
2017,2,1,0,1,12976.38,0.00,54952.00
