owner_acronym,total_entries,total_contracts,total_amendments
dfo,549,541,8
dnd,378,368,10
csc,18,15,3
tc,7,7,0
pc,2,2,0
pspc,1,1,0
rcmp,1,1,0
ec,1,1,0
