owner_acronym,effective_year,sum_yearly_value
csc,2015,486224.00
csc,2016,347025.00
csc,2017,248346.42
dfo,2010,1460001.81
dfo,2011,5478375.58
dfo,2012,1914621.91
dfo,2013,8095530.42
dfo,2014,5226209.40
dfo,2015,6069818.05
dfo,2016,998619.41
dfo,2017,3092987.93
dnd,2008,13872877.00
dnd,2009,33536299.38
dnd,2010,1067788.68
dnd,2011,43780168.60
dnd,2012,49461006.07
dnd,2013,15933549.44
dnd,2014,8804932.73
dnd,2015,5738477.24
dnd,2016,7438399.79
dnd,2017,9716591.82
ec,2008,25433.83
pc,2009,18021.79
pc,2010,14957.33
rcmp,2010,40646.95
tc,2013,87150.00
tc,2014,92505.00
tc,2015,13755.00
tc,2016,8400.00
