owner_acronym,source_year,total_entries,total_contracts,total_amendments
cnsc,2008,2,2,0
cnsc,2009,1,1,0
cnsc,2010,2,2,0
cra,2008,1,1,0
dfo,2010,5,5,0
dnd,2008,14,13,1
dnd,2009,24,22,2
dnd,2010,12,9,3
dnd,2011,1,0,1
dnd,2012,2,0,2
ec,2008,1,1,0
ec,2009,5,5,0
ec,2010,7,5,2
esdc,2008,22,22,0
esdc,2009,22,22,0
esdc,2010,10,10,0
fin,2009,3,3,0
fin,2010,1,1,0
gac,2008,6,6,0
gac,2009,6,6,0
gac,2010,1,1,0
ic,2008,11,11,0
ic,2009,9,9,0
ic,2010,9,8,1
ircc,2010,6,6,0
just,2010,2,1,1
pch,2009,4,3,1
ppsc,2008,1,1,0
ppsc,2009,2,2,0
pptc,2010,2,2,0
ps,2010,1,1,0
psc,2009,1,1,0
pspc,2008,108,101,7
pspc,2009,13,13,0
pspc,2010,21,21,0
rcmp,2008,7,5,2
rcmp,2009,1,1,0
rcmp,2010,2,2,0
tbs,2008,3,3,0
tbs,2009,6,6,0
tbs,2010,4,2,2
vac,2010,1,1,0
