source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2012,77,66,11,1082272.08,1005904.22
2013,246,155,91,2752886.28,11852686.69
2014,190,124,66,2239108.61,9327215.90
2015,151,91,60,1588222.15,9952802.59
2016,139,84,55,1538716.55,11433026.09
2017,148,83,65,1529826.57,8359084.28
