gen_vendor_normalized,total_entries,total_contracts,total_amendments
IT NET CONSULTANTS,36,15,21
EXCEL HUMAN RESOURCES,33,17,16
SHARP ELECTRONICS,32,23,9
ORANGUTECH,29,18,11
CANADIAN CORPS OF COMMISSIONAIRES,27,27,0
MODIS CANADA,20,7,13
TITUS INTERNATIONAL,17,10,7
CDW CANADA,16,16,0
MISHKUMI TECHNOLOGIES,15,15,0
GARTNER,12,11,1
SOFTCHOICE,12,12,0
DER GRAPHICS,11,11,0
SPIRIT STAFFING 3852946 CANADA,11,5,6
MICROSOFT CANADA,10,10,0
CANON,10,6,4
DOCUCOM DIGITAL,9,8,1
ALTIS HUMAN RESOURCES,9,6,3
PERSONNEL FORCE TECH FORCE,9,3,6
VISTEK,8,4,4
FREEBALANCE,8,8,0
RISTECH COMPANY,8,8,0
COLLABWARE SYSTEMS,8,7,1
ADVANCED CHIPPEWA TECHNOLOGIES,8,8,0
B BOX,7,7,0
JOHNSONS BUSINESS INTERIORS,7,7,0
COMMISSIONNAIRES,7,7,0
CONCETTI DESIGN,7,6,1
NORTHERN MICRO,7,7,0
MOERAE SOLUTIONS,7,3,4
RICOH,7,4,3
CEV,7,5,2
TRM TECHNOLOGIES,6,5,1
ASOKAN SOLUTIONS DE BUREAU,6,6,0
KL ARCHIVAL FILM EQUIPMENT 1479007 ONTARIO,6,3,3
FCI FLEMING COMMUNICATIONS,6,5,1
SI SYSTEMS,6,3,3
MONTEL SMARTSPACE SOLUTIONS,6,6,0
MAXSYS 3755479 CANADA,6,4,2
THE DRAFTING CLINIC CANADA,6,6,0
LES TRADUCTIONS ATOUT,6,5,1
QUANTUM MANAGEMENT SERVICES,6,4,2
GENESIS INTEGRATION,6,6,0
DYNAMIX OTTAWA,6,6,0
APPLIED ELECTONICS,6,6,0
DAY ROSS,5,5,0
TRANSIT AUDIO SERVICES,5,2,3
THE AIM GROUP,5,3,2
TEKSYSTEMS CANADA,5,2,3
SMITH INDUSPAC,5,5,0
