source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,14,5,1,8,71302.33,24860.00,2251082.20
2017,22,17,2,3,264564.49,49408.00,1499574.81
