owner_acronym,source_year,total_entries,total_contracts,total_amendments
ccohs,2017,1,1,0
ceaa,2011,1,1,0
cgc,2017,1,1,0
cnsc,2008,5,5,0
cnsc,2009,4,4,0
cnsc,2010,1,1,0
cnsc,2011,2,2,0
cra,2008,2,2,0
cra,2016,1,1,0
crtc,2017,1,1,0
dfo,2016,1,1,0
dfo,2017,1,1,0
dnd,2008,5,5,0
dnd,2009,7,7,0
dnd,2010,6,6,0
dnd,2011,14,14,0
dnd,2012,1,1,0
dnd,2015,2,2,0
dnd,2016,1,1,0
dnd,2017,5,5,0
ec,2011,1,1,0
gac,2011,51,40,11
gac,2012,9,9,0
gac,2013,23,17,6
gac,2014,11,9,2
gac,2015,6,6,0
gac,2016,6,6,0
gac,2017,10,10,0
hc,2011,1,1,0
hc,2015,1,1,0
hc,2016,2,2,0
hc,2017,1,1,0
ic,2008,1,1,0
ic,2009,2,2,0
ic,2012,1,1,0
inac,2017,2,2,0
ircc,2011,7,7,0
ircc,2012,4,4,0
lac,2016,1,1,0
lac,2017,1,1,0
nrc,2016,1,1,0
nrcan,2016,2,2,0
nrcan,2017,3,3,0
osgg,2016,1,1,0
pc,2011,1,1,0
pc,2016,3,3,0
pc,2017,2,2,0
pch,2011,1,1,0
phac,2011,1,1,0
phac,2015,1,1,0
phac,2016,1,1,0
pptc,2011,7,7,0
pptc,2013,1,1,0
psc,2012,1,1,0
pspc,2008,9,9,0
pspc,2009,1,1,0
pspc,2010,2,2,0
pspc,2011,4,4,0
rcmp,2008,1,1,0
rcmp,2011,1,1,0
rcmp,2017,1,1,0
ssc,2012,33,18,15
ssc,2013,14,14,0
ssc,2014,18,16,2
ssc,2015,3,1,2
ssc,2016,34,31,3
ssc,2017,50,47,3
tc,2014,1,1,0
tc,2016,4,4,0
